Material;Material short text;Final net price;Price quantity unit net price;Consumptions
09597-008;Sto-EPS insulation board Polar II 032 NF BS 22;30,94;M2;1,04 m²/m²
09597-009;Sto-EPS insulation board Polar II 032 NF BS 24;33,75;M2;1,04 m²/m²
09597-010;Sto-EPS insulation board Polar II 032 NF BS 26;36,57;M2;1,04 m²/m²
09597-011;Sto-EPS insulation board Polar II 032 NF BS 28;39,38;M2;1,04 m²/m²
09597-012;Sto-EPS insulation board Polar II 032 NF BS 30;42,19;M2;1,04 m²/m²
09597-001;Sto-EPS insulation board Polar II 032 NF BS 8;11,25;M2;1,04 m²/m²
09600-002;Sto-EPS insulation board Polar II 034 10 cm 10;12,68;M2;1,00 m²/m²
09600-003;Sto-EPS insulation board Polar II 034 12 cm 10;15,21;M2;1,00 m²/m²
09600-004;Sto-EPS insulation board Polar II 034 14 cm 10;17,74;M2;1,00 m²/m²
09600-005;Sto-EPS insulation board Polar II 034 16 cm 10;20,28;M2;1,00 m²/m²
09600-006;Sto-EPS insulation board Polar II 034 18 cm 10;22,81;M2;1,00 m²/m²
09600-007;Sto-EPS insulation board Polar II 034 20 cm 10;25,35;M2;1,00 m²/m²
09600-008;Sto-EPS insulation board Polar II 034 22 cm 10;27,89;M2;1,00 m²/m²
09600-009;Sto-EPS insulation board Polar II 034 24 cm 10;30,42;M2;1,00 m²/m²
09600-010;Sto-EPS insulation board Polar II 034 26 cm 10;32,96;M2;1,00 m²/m²
09600-011;Sto-EPS insulation board Polar II 034 28 cm 10;35,49;M2;1,00 m²/m²
09600-012;Sto-EPS insulation board Polar II 034 30 cm 10;38,03;M2;1,00 m²/m²
09600-001;Sto-EPS insulation board Polar II 034 8 cm 100;10,14;M2;1,00 m²/m²
09602-002;Sto-EPS insulation board Polar II 034 NF BS 10;13,54;M2;1,04 m²/m²
09602-003;Sto-EPS insulation board Polar II 034 NF BS 12;16,25;M2;1,04 m²/m²
09602-004;Sto-EPS insulation board Polar II 034 NF BS 14;18,95;M2;1,04 m²/m²
09602-005;Sto-EPS insulation board Polar II 034 NF BS 16;21,66;M2;1,04 m²/m²
09602-006;Sto-EPS insulation board Polar II 034 NF BS 18;24,37;M2;1,04 m²/m²
09602-007;Sto-EPS insulation board Polar II 034 NF BS 20;27,08;M2;1,04 m²/m²
09602-008;Sto-EPS insulation board Polar II 034 NF BS 22;29,79;M2;1,04 m²/m²
09602-009;Sto-EPS insulation board Polar II 034 NF BS 24;32,49;M2;1,04 m²/m²
09602-010;Sto-EPS insulation board Polar II 034 NF BS 26;35,20;M2;1,04 m²/m²
09602-011;Sto-EPS insulation board Polar II 034 NF BS 28;37,91;M2;1,04 m²/m²
09602-012;Sto-EPS insulation board Polar II 034 NF BS 30;40,62;M2;1,04 m²/m²
09602-001;Sto-EPS insulation board Polar II 034 NF BS 8;10,83;M2;1,04 m²/m²
02695-008;rigid foam PS15SE 034 10 cm 100x50 cm;7,59;M2;1,00 m²/m²
02695-010;rigid foam PS15SE 034 12 cm 100x50 cm;9,11;M2;1,00 m²/m²
02695-012;rigid foam PS15SE 034 14 cm 100x50 cm;10,63;M2;1,00 m²/m²
02695-014;rigid foam PS15SE 034 16 cm 100x50 cm;12,14;M2;1,00 m²/m²
02695-016;rigid foam PS15SE 034 18 cm 100x50 cm;13,66;M2;1,00 m²/m²
02695-018;rigid foam PS15SE 034 20 cm 100x50 cm;15,18;M2;1,00 m²/m²
02695-020;rigid foam PS15SE 034 22 cm 100x50 cm;16,70;M2;1,00 m²/m²
02695-022;rigid foam PS15SE 034 24 cm 100x50 cm;18,22;M2;1,00 m²/m²
02695-024;rigid foam PS15SE 034 26 cm 100x50 cm;19,73;M2;1,00 m²/m²
02695-026;rigid foam PS15SE 034 28 cm 100x50 cm;21,25;M2;1,00 m²/m²
02695-028;rigid foam PS15SE 034 30 cm 100x50 cm;22,77;M2;1,00 m²/m²
02695-030;rigid foam PS15SE 034 32 cm 100x50 cm;24,29;M2;1,00 m²/m²
02695-032;rigid foam PS15SE 034 34 cm 100x50 cm;25,81;M2;1,00 m²/m²
02695-034;rigid foam PS15SE 034 36 cm 100x50 cm;27,32;M2;1,00 m²/m²
02695-036;rigid foam PS15SE 034 38 cm 100x50 cm;28,84;M2;1,00 m²/m²
02695-038;rigid foam PS15SE 034 40 cm 100x50 cm;30,36;M2;1,00 m²/m²
02695-005;rigid foam PS15SE 034 6 cm 100x50 cm;4,55;M2;1,00 m²/m²
02695-006;rigid foam PS15SE 034 8 cm 100x50 cm;6,07;M2;1,00 m²/m²
04216-007;rigid foam 034 PS15SE NF BS 10 cm 100x50;12,45;M2;1,04 m²/m²
04216-009;rigid foam 034 PS15SE NF BS 12 cm 100x50;14,94;M2;1,04 m²/m²
04216-011;rigid foam 034 PS15SE NF BS 14 cm 100x50;17,43;M2;1,04 m²/m²
04216-013;rigid foam 034 PS15SE NF BS 16 cm 100x50;19,92;M2;1,04 m²/m²
04216-015;rigid foam 034 PS15SE NF BS 18 cm 100x50;22,41;M2;1,04 m²/m²
04216-017;rigid foam 034 PS15SE NF BS 20 cm 100x50;24,90;M2;1,04 m²/m²
04216-019;rigid foam 034 PS15SE NF BS 22 cm 100x50;27,39;M2;1,04 m²/m²
04216-021;rigid foam 034 PS15SE NF BS 24 cm 100x50;29,88;M2;1,04 m²/m²
04216-023;rigid foam 034 PS15SE NF BS 26 cm 100x50;32,37;M2;1,04 m²/m²
04216-025;rigid foam 034 PS15SE NF BS 28 cm 100x50;34,86;M2;1,04 m²/m²
04216-027;rigid foam 034 PS15SE NF BS 30 cm 100x50;37,35;M2;1,04 m²/m²
04216-029;rigid foam 034 PS15SE NF BS 32 cm 100x50;39,84;M2;1,04 m²/m²
04216-031;rigid foam 034 PS15SE NF BS 34 cm 100x50;42,33;M2;1,04 m²/m²
04216-033;rigid foam 034 PS15SE NF BS 36 cm 100x50;44,82;M2;1,04 m²/m²
04216-035;rigid foam 034 PS15SE NF BS 38 cm 100x50;47,31;M2;1,04 m²/m²
04216-037;rigid foam 034 PS15SE NF BS 40 cm 100x50;49,80;M2;1,04 m²/m²
04216-003;rigid foam 034 PS15SE NF BS 6 cm 100x50;7,47;M2;1,04 m²/m²
04216-005;rigid foam 034 PS15SE NF BS 8 cm 100x50;9,96;M2;1,04 m²/m²
00192-001;Sto-Weichfaserplatte M 039 10 cm 120x40;25,90;M2;1,00 m²/m²
00192-001;Sto-Weichfaserplatte M 039 10 cm 120x40;23,85;M2;1,00 m²/m²
00192-002;Sto-Weichfaserplatte M 039 12 cm 120x40;31,08;M2;1,00 m²/m²
00192-002;Sto-Weichfaserplatte M 039 12 cm 120x40;28,62;M2;1,00 m²/m²
00192-003;Sto-Weichfaserplatte M 039 14 cm 120x40;36,26;M2;1,00 m²/m²
00192-003;Sto-Weichfaserplatte M 039 14 cm 120x40;33,39;M2;1,00 m²/m²
00192-004;Sto-Weichfaserplatte M 039 16 cm 120x40;41,44;M2;1,00 m²/m²
00192-004;Sto-Weichfaserplatte M 039 16 cm 120x40;38,16;M2;1,00 m²/m²
00192-005;Sto-Weichfaserplatte M 039 18 cm 120x40;46,62;M2;1,00 m²/m²
00192-005;Sto-Weichfaserplatte M 039 18 cm 120x40;42,93;M2;1,00 m²/m²
00192-006;Sto-Weichfaserplatte M 039 20 cm 120x40;51,80;M2;1,00 m²/m²
00192-006;Sto-Weichfaserplatte M 039 20 cm 120x40;47,70;M2;1,00 m²/m²
03716-064;Sto-Resol-insulation board 10 cm 120x40 cm;41,00;M2;1,00 m²/m²
03716-064;Sto-Resol-insulation board 10 cm 120x40 cm;40,40;M2;1,00 m²/m²
03716-065;Sto-Resol-insulation board 12 cm 120x40 cm;49,20;M2;1,00 m²/m²
03716-065;Sto-Resol-insulation board 12 cm 120x40 cm;48,48;M2;1,00 m²/m²
03716-028;Sto-Resol-insulation board 14 cm 120x40 cm;57,40;M2;1,00 m²/m²
03716-028;Sto-Resol-insulation board 14 cm 120x40 cm;56,56;M2;1,00 m²/m²
03716-045;Sto-Resol-insulation board 16 cm 120x40 cm;65,60;M2;1,00 m²/m²
03716-045;Sto-Resol-insulation board 16 cm 120x40 cm;64,64;M2;1,00 m²/m²
03716-046;Sto-Resol-insulation board 18 cm 120x40 cm;73,80;M2;1,00 m²/m²
03716-046;Sto-Resol-insulation board 18 cm 120x40 cm;72,72;M2;1,00 m²/m²
03716-047;Sto-Resol-insulation board 20 cm 120x40 cm;82,00;M2;1,00 m²/m²
03716-047;Sto-Resol-insulation board 20 cm 120x40 cm;80,80;M2;1,00 m²/m²
03716-060;Sto-Resol-insulation board 6 cm 120x40 cm;24,60;M2;1,00 m²/m²
03716-060;Sto-Resol-insulation board 6 cm 120x40 cm;24,24;M2;1,00 m²/m²
03716-062;Sto-Resol-insulation board 8 cm 120x40 cm;32,80;M2;1,00 m²/m²
03716-062;Sto-Resol-insulation board 8 cm 120x40 cm;32,32;M2;1,00 m²/m²
01033-009;Sto-insulation board PIR BLF-S 10 cm 100x50 cm;34,70;M2;1,00 m²/m²
01033-009;Sto-insulation board PIR BLF-S 10 cm 100x50 cm;32,65;M2;1,00 m²/m²
01033-011;Sto-insulation board PIR BLF-S 12 cm 100x50 cm;41,64;M2;1,00 m²/m²
01033-011;Sto-insulation board PIR BLF-S 12 cm 100x50 cm;39,18;M2;1,00 m²/m²
01033-013;Sto-insulation board PIR BLF-S 14 cm 100x50 cm;48,58;M2;1,00 m²/m²
01033-013;Sto-insulation board PIR BLF-S 14 cm 100x50 cm;45,71;M2;1,00 m²/m²
01033-015;Sto-insulation board PIR BLF-S 16 cm 100x50 cm;55,52;M2;1,00 m²/m²
01033-015;Sto-insulation board PIR BLF-S 16 cm 100x50 cm;52,24;M2;1,00 m²/m²
01033-017;Sto-insulation board PIR BLF-S 18 cm 100x50 cm;62,46;M2;1,00 m²/m²
01033-017;Sto-insulation board PIR BLF-S 18 cm 100x50 cm;58,77;M2;1,00 m²/m²
01033-001;Sto-insulation board PIR BLF-S 2 cm 100x50 cm;8,08;M2;1,00 m²/m²
01033-001;Sto-insulation board PIR BLF-S 2 cm 100x50 cm;7,66;M2;1,00 m²/m²
01033-019;Sto-insulation board PIR BLF-S 20 cm 100x50 cm;69,40;M2;1,00 m²/m²
01033-019;Sto-insulation board PIR BLF-S 20 cm 100x50 cm;65,30;M2;1,00 m²/m²
01033-020;Sto-insulation board PIR BLF-S 22 cm 100x50 cm;76,34;M2;1,00 m²/m²
01033-020;Sto-insulation board PIR BLF-S 22 cm 100x50 cm;71,83;M2;1,00 m²/m²
01033-021;Sto-insulation board PIR BLF-S 24 cm 100x50 cm;83,28;M2;1,00 m²/m²
01033-021;Sto-insulation board PIR BLF-S 24 cm 100x50 cm;78,36;M2;1,00 m²/m²
01033-022;Sto-insulation board PIR BLF-S 26 cm 100x50 cm;90,22;M2;1,00 m²/m²
01033-022;Sto-insulation board PIR BLF-S 26 cm 100x50 cm;84,89;M2;1,00 m²/m²
01033-023;Sto-insulation board PIR BLF-S 28 cm 100x50 cm;97,16;M2;1,00 m²/m²
01033-023;Sto-insulation board PIR BLF-S 28 cm 100x50 cm;91,42;M2;1,00 m²/m²
01033-002;Sto-insulation board PIR BLF-S 3 cm 100x50 cm;12,12;M2;1,00 m²/m²
01033-002;Sto-insulation board PIR BLF-S 3 cm 100x50 cm;11,49;M2;1,00 m²/m²
01033-024;Sto-insulation board PIR BLF-S 30 cm 100x50 cm;104,10;M2;1,00 m²/m²
01033-024;Sto-insulation board PIR BLF-S 30 cm 100x50 cm;97,95;M2;1,00 m²/m²
01033-003;Sto-insulation board PIR BLF-S 4 cm 100x50 cm;16,16;M2;1,00 m²/m²
01033-003;Sto-insulation board PIR BLF-S 4 cm 100x50 cm;15,32;M2;1,00 m²/m²
01033-004;Sto-insulation board PIR BLF-S 5 cm 100x50 cm;20,20;M2;1,00 m²/m²
01033-004;Sto-insulation board PIR BLF-S 5 cm 100x50 cm;19,15;M2;1,00 m²/m²
01033-005;Sto-insulation board PIR BLF-S 6 cm 100x50 cm;20,82;M2;1,00 m²/m²
01033-005;Sto-insulation board PIR BLF-S 6 cm 100x50 cm;19,59;M2;1,00 m²/m²
01033-007;Sto-insulation board PIR BLF-S 8 cm 100x50 cm;27,76;M2;1,00 m²/m²
01033-007;Sto-insulation board PIR BLF-S 8 cm 100x50 cm;26,12;M2;1,00 m²/m²
02700-001;Sto-speed lamella Typ II  4 cm 120x20cm b;5,18;M2;1,00 m²/m²
02700-003;Sto-speed lamella Typ II  6 cm 120x20cm b;7,76;M2;1,00 m²/m²
02700-005;Sto-speed lamella Typ II  8 cm 120x20cm b;10,35;M2;1,00 m²/m²
02700-007;Sto-speed lamella Typ II 10 cm 120x20cm b;12,94;M2;1,00 m²/m²
02700-009;Sto-speed lamella Typ II 12 cm 120x20cm b;15,53;M2;1,00 m²/m²
02700-011;Sto-speed lamella Typ II 14 cm 120x20cm b;18,12;M2;1,00 m²/m²
02700-013;Sto-speed lamella Typ II 16 cm 120x20cm b;20,70;M2;1,00 m²/m²
02700-014;Sto-speed lamella Typ II 18 cm 120x20cm b;23,29;M2;1,00 m²/m²
02700-027;Sto-speed lamella Typ II 20 cm 120x20cm b;25,88;M2;1,00 m²/m²
02700-016;Sto-speed lamella Typ II 22 cm 120x20cm b;28,47;M2;1,00 m²/m²
02700-058;Sto-speed lamella Typ II 24 cm 120x20cm b;31,06;M2;1,00 m²/m²
02700-059;Sto-speed lamella Typ II 26 cm 120x20cm b;33,64;M2;1,00 m²/m²
02700-060;Sto-speed lamella Typ II 28 cm 120x20cm b;36,23;M2;1,00 m²/m²
02700-061;Sto-speed lamella Typ II 30 cm 120x20cm b;38,82;M2;1,00 m²/m²
02700-073;Sto-speed lamella Typ II H1 24 cm 120x20c;31,06;M2;1,00 m²/m²
02700-074;Sto-speed lamella Typ II H1 30 cm 120x20c;38,82;M2;1,00 m²/m²
02703-007;Sto-speed lamella Typ II plus 10 cm 120x2;14,48;M2;1,00 m²/m²
02703-009;Sto-speed lamella Typ II plus 12 cm 120x2;17,38;M2;1,00 m²/m²
02703-011;Sto-speed lamella Typ II plus 14 cm 120x2;20,27;M2;1,00 m²/m²
02703-013;Sto-speed lamella Typ II plus 16 cm 120x2;23,17;M2;1,00 m²/m²
02703-015;Sto-speed lamella Typ II plus 18 cm 120x2;26,06;M2;1,00 m²/m²
02703-017;Sto-speed lamella Typ II plus 20 cm 120x2;28,96;M2;1,00 m²/m²
02703-001;Sto-speed lamella Typ II plus 4 cm 120x20;5,79;M2;1,00 m²/m²
02703-002;Sto-speed lamella Typ II plus 5 cm 120x20;7,24;M2;1,00 m²/m²
02703-003;Sto-speed lamella Typ II plus 6 cm 120x20;8,69;M2;1,00 m²/m²
02703-005;Sto-speed lamella Typ II plus 8 cm 120x20;11,58;M2;1,00 m²/m²
02724-007;Sto-stone wool board 040 H1 10 cm 80x62,;23,70;M2;1,0 m²/m²
02724-008;Sto-stone wool board 040 H1 12 cm 80x62,;28,44;M2;1,0 m²/m²
02724-009;Sto-stone wool board 040 H1 14 cm 80x62,;33,18;M2;1,0 m²/m²
02724-010;Sto-stone wool board 040 H1 16 cm 80x62,;37,92;M2;1,0 m²/m²
02724-011;Sto-stone wool board 040 H1 18 cm 80x62,;42,66;M2;1,0 m²/m²
02724-012;Sto-stone wool board 040 H1 20 cm 80x62,;47,40;M2;1,0 m²/m²
02724-005;Sto-stone wool board 040 H1 6 cm 80x62,5;14,22;M2;1,0 m²/m²
02724-006;Sto-stone wool board 040 H1 8 cm 80x62,5;18,96;M2;1,0 m²/m²
09035-002;Sto-stone wool board 2/A/H1 W4 10 cm 80x;12,94;M2;1,0 m²/m²
09035-003;Sto-stone wool board 2/A/H1 W4 12 cm 80x;15,53;M2;1,0 m²/m²
09035-004;Sto-stone wool board 2/A/H1 W4 14 cm 80x;18,12;M2;1,0 m²/m²
09035-005;Sto-stone wool board 2/A/H1 W4 16 cm 80x;20,70;M2;1,0 m²/m²
09035-006;Sto-stone wool board 2/A/H1 W4 18 cm 80x;23,29;M2;1,0 m²/m²
09035-007;Sto-stone wool board 2/A/H1 W4 20 cm 80x;25,88;M2;1,0 m²/m²
09035-008;Sto-stone wool board 2/A/H1 W4 22 cm 80x;28,44;M2;1,0 m²/m²
09035-009;Sto-stone wool board 2/A/H1 W4 24 cm 80x;31,03;M2;1,0 m²/m²
09035-010;Sto-stone wool board 2/A/H1 W4 26 cm 80x;33,61;M2;1,0 m²/m²
09035-011;Sto-stone wool board 2/A/H1 W4 28 cm 80x;36,25;M2;1,0 m²/m²
09035-012;Sto-stone wool board 2/A/H1 W4 30 cm 80x;38,86;M2;1,0 m²/m²
09035-001;Sto-stone wool board 2/A/H1 W4 8 cm 80x6;10,35;M2;1,0 m²/m²
01056-002;Sto-stone wool board 2/B/H1 W4 10 cm 120;12,94;M2;1,0 m²/m²
01056-003;Sto-stone wool board 2/B/H1 W4 12 cm 120;15,53;M2;1,0 m²/m²
01056-004;Sto-stone wool board 2/B/H1 W4 14 cm 120;18,12;M2;1,0 m²/m²
01056-005;Sto-stone wool board 2/B/H1 W4 16 cm 120;20,70;M2;1,0 m²/m²
01056-006;Sto-stone wool board 2/B/H1 W4 18 cm 120;23,29;M2;1,0 m²/m²
01056-007;Sto-stone wool board 2/B/H1 W4 20 cm 120;25,88;M2;1,0 m²/m²
01056-008;Sto-stone wool board 2/B/H1 W4 22 cm 120;28,47;M2;1,0 m²/m²
01056-009;Sto-stone wool board 2/B/H1 W4 24 cm 120;31,06;M2;1,0 m²/m²
01056-010;Sto-stone wool board 2/B/H1 W4 26 cm 120;33,64;M2;1,0 m²/m²
01056-011;Sto-stone wool board 2/B/H1 W4 28 cm 120;36,23;M2;1,0 m²/m²
01056-012;Sto-stone wool board 2/B/H1 W4 30 cm 120;38,82;M2;1,0 m²/m²
01056-001;Sto-stone wool board 2/B/H1 W4 8 cm 120x;10,35;M2;1,0 m²/m²
09684-003;Sto-stone wool board 2/B/H2 W5 10 cm 120;12,94;M2;1,00 m²/m²
09684-004;Sto-stone wool board 2/B/H2 W5 12 cm 120;15,53;M2;1,00 m²/m²
09684-005;Sto-stone wool board 2/B/H2 W5 14 cm 120;18,12;M2;1,00 m²/m²
09684-006;Sto-stone wool board 2/B/H2 W5 16 cm 120;20,70;M2;1,00 m²/m²
09684-007;Sto-stone wool board 2/B/H2 W5 18 cm 120;23,29;M2;1,00 m²/m²
09684-008;Sto-stone wool board 2/B/H2 W5 20 cm 120;25,88;M2;1,00 m²/m²
09684-009;Sto-stone wool board 2/B/H2 W5 22 cm 120;28,47;M2;1,00 m²/m²
09684-010;Sto-stone wool board 2/B/H2 W5 24 cm 120;31,05;M2;1,00 m²/m²
09684-011;Sto-stone wool board 2/B/H2 W5 26 cm 120;33,65;M2;1,00 m²/m²
09684-012;Sto-stone wool board 2/B/H2 W5 28 cm 120;36,24;M2;1,00 m²/m²
09684-013;Sto-stone wool board 2/B/H2 W5 30 cm 120;38,82;M2;1,00 m²/m²
09684-001;Sto-stone wool board 2/B/H2 W5 6 cm 120x;7,76;M2;1,00 m²/m²
09684-002;Sto-stone wool board 2/B/H2 W5 8 cm 120x;10,35;M2;1,00 m²/m²
09034-005;Sto-stone wool board 2/B/H4 W5 10 cm 120;15,38;M2;1,00 m²/m²
09034-007;Sto-stone wool board 2/B/H4 W5 12 cm 120;18,46;M2;1,00 m²/m²
09034-009;Sto-stone wool board 2/B/H4 W5 14 cm 120;21,53;M2;1,00 m²/m²
09034-011;Sto-stone wool board 2/B/H4 W5 16 cm 120;24,61;M2;1,00 m²/m²
09034-013;Sto-stone wool board 2/B/H4 W5 18 cm 120;27,68;M2;1,00 m²/m²
09034-015;Sto-stone wool board 2/B/H4 W5 20 cm 120;30,76;M2;1,00 m²/m²
09034-016;Sto-stone wool board 2/B/H4 W5 22 cm 120;33,84;M2;1,00 m²/m²
09034-035;Sto-stone wool board 2/B/H4 W5 24 cm 120;36,91;M2;1,00 m²/m²
09034-036;Sto-stone wool board 2/B/H4 W5 26 cm 120;39,99;M2;1,00 m²/m²
09034-037;Sto-stone wool board 2/B/H4 W5 28 cm 120;43,07;M2;1,00 m²/m²
09034-038;Sto-stone wool board 2/B/H4 W5 30 cm 120;46,14;M2;1,00 m²/m²
09034-001;Sto-stone wool board 2/B/H4 W5 6 cm 120x;9,23;M2;1,00 m²/m²
09034-003;Sto-stone wool board 2/B/H4 W5 8 cm 120x;12,30;M2;1,00 m²/m²
08936-034;Sto-stone wool board BR 2/D/D1 W3 10 cm;22,69;M2;1,00 m²/m²
08936-035;Sto-stone wool board BR 2/D/D1 W3 12 cm;27,23;M2;1,00 m²/m²
08936-036;Sto-stone wool board BR 2/D/D1 W3 14 cm;31,76;M2;1,00 m²/m²
08936-037;Sto-stone wool board BR 2/D/D1 W3 16 cm;36,30;M2;1,00 m²/m²
08936-038;Sto-stone wool board BR 2/D/D1 W3 18 cm;40,84;M2;1,00 m²/m²
08936-045;Sto-stone wool board BR 2/D/D1 W3 20 cm;45,38;M2;1,00 m²/m²
08936-040;Sto-stone wool board BR 2/D/D1 W3 22 cm;49,92;M2;1,00 m²/m²
08936-041;Sto-stone wool board BR 2/D/D1 W3 24 cm;54,45;M2;1,00 m²/m²
08936-042;Sto-stone wool board BR 2/D/D1 W3 26 cm;58,99;M2;1,00 m²/m²
08936-043;Sto-stone wool board BR 2/D/D1 W3 28 cm;63,53;M2;1,00 m²/m²
08936-044;Sto-stone wool board BR 2/D/D1 W3 30 cm;68,07;M2;1,00 m²/m²
08753-003;Sto-stone wool board L 0/B H1 W1 2 cm 12;2,81;M2;1,00 m²/m²
08753-004;Sto-stone wool board L 0/B H1 W1 3 cm 12;4,22;M2;1,00 m²/m²
08753-005;Sto-stone wool board L 0/B H1 W1 4 cm 12;5,62;M2;1,00 m²/m²
08753-006;Sto-stone wool board L 0/B H1 W1 5 cm 12;7,03;M2;1,00 m²/m²
00093-001;Sto-stone wool board L 2/B/H2 W3 2 cm 12;3,58;M2;1,00 m²/m²
00093-002;Sto-stone wool board L 2/B/H2 W3 3 cm 12;5,37;M2;1,00 m²/m²
00093-003;Sto-stone wool board L 2/B/H2 W3 4 cm 12;7,16;M2;1,00 m²/m²
01950-019;Sto-balcony exit 130 mm finely ribbed;63,94;M;1,00 m/m
01950-051;Sto-balcony exit 130 mm finely ribbed;61,96;M;1,00 m/m
01950-083;Sto-balcony exit 130 mm finely ribbed;66,90;M;1,00 m/m
01950-115;Sto-balcony exit 130 mm finely ribbed;77,29;M;1,00 m/m
01950-003;Sto-balcony exit 130 mm coarsely ribbed;56,09;M;1,00 m/m
01950-035;Sto-balcony exit 130 mm coarsely ribbed;54,11;M;1,00 m/m
01950-067;Sto-balcony exit 130 mm coarsely ribbed;59,06;M;1,00 m/m
01950-099;Sto-balcony exit 130 mm coarsely ribbed;69,19;M;1,00 m/m
01950-020;Sto-balcony exit 150 mm finely ribbed;69,19;M;1,00 m/m
01950-052;Sto-balcony exit 150 mm finely ribbed;66,97;M;1,00 m/m
01950-084;Sto-balcony exit 150 mm finely ribbed;72,90;M;1,00 m/m
01950-116;Sto-balcony exit 150 mm finely ribbed;84,04;M;1,00 m/m
01950-004;Sto-balcony exit 150 mm coarsely ribbed;60,53;M;1,00 m/m
01950-036;Sto-balcony exit 150 mm coarsely ribbed;58,36;M;1,00 m/m
01950-068;Sto-balcony exit 150 mm coarsely ribbed;63,80;M;1,00 m/m
01950-100;Sto-balcony exit 150 mm coarsely ribbed;75,26;M;1,00 m/m
01950-021;Sto-balcony exit 165 mm finely ribbed;73,58;M;1,00 m/m
01950-053;Sto-balcony exit 165 mm finely ribbed;71,21;M;1,00 m/m
01950-085;Sto-balcony exit 165 mm finely ribbed;76,95;M;1,00 m/m
01950-117;Sto-balcony exit 165 mm finely ribbed;88,76;M;1,00 m/m
01950-005;Sto-balcony exit 165 mm coarsely ribbed;63,87;M;1,00 m/m
01950-037;Sto-balcony exit 165 mm coarsely ribbed;61,55;M;1,00 m/m
01950-069;Sto-balcony exit 165 mm coarsely ribbed;67,34;M;1,00 m/m
01950-101;Sto-balcony exit 165 mm coarsely ribbed;79,31;M;1,00 m/m
01950-022;Sto-balcony exit 180 mm finely ribbed;77,29;M;1,00 m/m
01950-054;Sto-balcony exit 180 mm finely ribbed;74,93;M;1,00 m/m
01950-086;Sto-balcony exit 180 mm finely ribbed;81,34;M;1,00 m/m
01950-118;Sto-balcony exit 180 mm finely ribbed;93,83;M;1,00 m/m
01950-006;Sto-balcony exit 180 mm coarsely ribbed;67,20;M;1,00 m/m
01950-038;Sto-balcony exit 180 mm coarsely ribbed;64,73;M;1,00 m/m
01950-070;Sto-balcony exit 180 mm coarsely ribbed;71,21;M;1,00 m/m
01950-102;Sto-balcony exit 180 mm coarsely ribbed;84,04;M;1,00 m/m
01950-023;Sto-balcony exit 195 mm finely ribbed;81,68;M;1,00 m/m
01950-055;Sto-balcony exit 195 mm finely ribbed;78,64;M;1,00 m/m
01950-087;Sto-balcony exit 195 mm finely ribbed;85,73;M;1,00 m/m
01950-119;Sto-balcony exit 195 mm finely ribbed;98,55;M;1,00 m/m
01950-007;Sto-balcony exit 195 mm coarsely ribbed;70,88;M;1,00 m/m
01950-039;Sto-balcony exit 195 mm coarsely ribbed;68,18;M;1,00 m/m
01950-071;Sto-balcony exit 195 mm coarsely ribbed;74,93;M;1,00 m/m
01950-103;Sto-balcony exit 195 mm coarsely ribbed;87,75;M;1,00 m/m
01950-024;Sto-balcony exit 210 mm finely ribbed;85,73;M;1,00 m/m
01950-056;Sto-balcony exit 210 mm finely ribbed;83,03;M;1,00 m/m
01950-088;Sto-balcony exit 210 mm finely ribbed;89,78;M;1,00 m/m
01950-120;Sto-balcony exit 210 mm finely ribbed;103,61;M;1,00 m/m
01950-008;Sto-balcony exit 210 mm coarsely ribbed;74,59;M;1,00 m/m
01950-040;Sto-balcony exit 210 mm coarsely ribbed;71,55;M;1,00 m/m
01950-072;Sto-balcony exit 210 mm coarsely ribbed;78,30;M;1,00 m/m
01950-104;Sto-balcony exit 210 mm coarsely ribbed;92,81;M;1,00 m/m
01950-025;Sto-balcony exit 225 mm finely ribbed;89,44;M;1,00 m/m
01950-057;Sto-balcony exit 225 mm finely ribbed;86,40;M;1,00 m/m
01950-089;Sto-balcony exit 225 mm finely ribbed;93,83;M;1,00 m/m
01950-121;Sto-balcony exit 225 mm finely ribbed;108,34;M;1,00 m/m
01950-009;Sto-balcony exit 225 mm coarsely ribbed;77,63;M;1,00 m/m
01950-041;Sto-balcony exit 225 mm coarsely ribbed;74,93;M;1,00 m/m
01950-073;Sto-balcony exit 225 mm coarsely ribbed;82,69;M;1,00 m/m
01950-105;Sto-balcony exit 225 mm coarsely ribbed;96,86;M;1,00 m/m
01950-026;Sto-balcony exit 240 mm finely ribbed;93,49;M;1,00 m/m
01950-058;Sto-balcony exit 240 mm finely ribbed;90,79;M;1,00 m/m
01950-090;Sto-balcony exit 240 mm finely ribbed;97,54;M;1,00 m/m
01950-122;Sto-balcony exit 240 mm finely ribbed;113,40;M;1,00 m/m
01950-010;Sto-balcony exit 240 mm coarsely ribbed;81,34;M;1,00 m/m
01950-042;Sto-balcony exit 240 mm coarsely ribbed;77,96;M;1,00 m/m
01950-074;Sto-balcony exit 240 mm coarsely ribbed;85,73;M;1,00 m/m
01950-106;Sto-balcony exit 240 mm coarsely ribbed;101,25;M;1,00 m/m
01950-027;Sto-balcony exit 260 mm finely ribbed;104,29;M;1,00 m/m
01950-059;Sto-balcony exit 260 mm finely ribbed;95,18;M;1,00 m/m
01950-091;Sto-balcony exit 260 mm finely ribbed;103,61;M;1,00 m/m
01950-123;Sto-balcony exit 260 mm finely ribbed;120,15;M;1,00 m/m
